"model","sampleSize","target","index","input","ciRange","original","bias","std..error","min..c.i.","max..c.i."
"ANN",1000,"MaturityDAS","FirstOrder","LateVegTarget",0.11587100304722,0.0573703661765723,-0.00101640407805628,0.0289655047274586,0.00196388145741805,0.117834884504638
"ANN",1000,"MaturityDAS","FirstOrder","FloweringTarget",0.124536519341245,0.0473892709210707,-0.00220383861098255,0.0292822032244053,-0.00976133746446325,0.114775181876782
"ANN",1000,"MaturityDAS","FirstOrder","Population",0.120055073796713,0.0485234039712018,-0.00139853840342886,0.0293430570907774,-0.00662209563226379,0.11343297816445
"ANN",1000,"MaturityDAS","FirstOrder","FracPAWC",0.0139242166935836,0.91465343951698,0.000332581571043211,0.00370664998945077,0.907964012896539,0.921888229590122
"ANN",1000,"MaturityDAS","TotalEffects","ShootLag",0.00639499016159043,0.0348202939017809,0.000216007361703512,0.00141611479922902,0.031054349140444,0.0374493393020344
"ANN",1000,"MaturityDAS","TotalEffects","VegTarget",0.00508936030382014,0.0254036197891031,0.000101079362518748,0.00132406562928152,0.0226614022687027,0.0277507625725228
"ANN",1000,"MaturityDAS","TotalEffects","LateVegTarget",0.00468949149161155,0.0152697371478484,0.000103763187137304,0.00115462136547273,0.0128743422513336,0.0175638337429451
"ANN",1000,"MaturityDAS","TotalEffects","FloweringTarget",0.00143911533247908,0.00646025402133177,-6.02494497453218e-05,0.000376090271774515,0.00572831316728712,0.00716742849976619
"ANN",1000,"MaturityDAS","TotalEffects","Population",0.00134161152803851,0.00565193805078068,-3.18767350744572e-05,0.000330591538928225,0.00497953901849241,0.00632115054653092
"ANN",1000,"MaturityDAS","TotalEffects","FracPAWC",0.137393629729534,0.897948778096892,0.00365936572586578,0.0325063910263509,0.813587883492678,0.950981513222211
"ANN",10000,"MaturityDAS","FirstOrder","ShootLag",0.0354573314701373,0.0248572525144701,0.000795245894861175,0.00916144288588653,0.0042953320374489,0.0397526635075862
"ANN",10000,"MaturityDAS","FirstOrder","VegTarget",0.0372188687264563,0.0124478525802038,0.000506244211690559,0.00904568224876576,-0.00830014888199747,0.0289187198444588
"ANN",10000,"MaturityDAS","FirstOrder","LateVegTarget",0.0325033024727266,0.00261835573435265,0.00104907711226165,0.00884113321738229,-0.0153643587822522,0.0171389436904744
"ANN",10000,"MaturityDAS","FirstOrder","FloweringTarget",0.0340181738870984,-0.00181234055861754,0.000784605839009205,0.0086457632664786,-0.0212921466362018,0.0127260272508967
"ANN",10000,"MaturityDAS","FirstOrder","Population",0.0348713010146882,-0.00681770483867255,0.000710764437668108,0.0087373939738068,-0.0270817950568062,0.00778950595788198
"ANN",10000,"MaturityDAS","FirstOrder","FracPAWC",0.00600966689217386,0.915750300266187,-0.000103003486161879,0.0012212640418051,0.912996220787743,0.919005887679917
"ANN",10000,"MaturityDAS","TotalEffects","ShootLag",0.00233683805679889,0.036836859999513,-5.0567267999152e-06,0.000570597270216444,0.0357953821141533,0.0381322201709522
"ANN",10000,"MaturityDAS","TotalEffects","VegTarget",0.00242729310971484,0.0285383848959032,1.7535678606781e-05,0.000578487317313616,0.0274400428914703,0.0298673360011852
"ANN",10000,"MaturityDAS","TotalEffects","LateVegTarget",0.0011563463332066,0.0139829560179389,7.60304762077724e-06,0.000274533045931384,0.0134090781625224,0.014565424495729
"ANN",10000,"MaturityDAS","TotalEffects","FloweringTarget",0.000455131462201656,0.00704953253146723,-6.14945780028596e-06,0.000123910303672635,0.00683044114085072,0.00728557260305238
"ANN",10000,"MaturityDAS","TotalEffects","Population",0.000439864280723617,0.00546648106913805,1.03540174991026e-05,0.000113706744351755,0.00525597400336411,0.00569583828408773
"ANN",10000,"MaturityDAS","TotalEffects","FracPAWC",0.0379655893963101,0.933461214230173,-0.00078686037902409,0.00890861326481613,0.915537194374235,0.953502783770545
"ANN",50000,"MaturityDAS","FirstOrder","ShootLag",0.018668537270774,0.0380272322698027,0.000450302769081624,0.00480556421880244,0.0283818583981636,0.0470503956689375
"ANN",50000,"MaturityDAS","FirstOrder","VegTarget",0.0189958975529736,0.0276557916610424,0.000645560506388459,0.00471264424865657,0.0174220768109969,0.0364179743639705
"ANN",50000,"MaturityDAS","FirstOrder","LateVegTarget",0.0188130906152549,0.0132099865743445,0.00046838125982338,0.00484194310462897,0.00362710102204407,0.0224401916372989
"ANN",50000,"MaturityDAS","FirstOrder","FloweringTarget",0.0191975199801491,0.0105509729465745,0.000468951302441397,0.00487951884499133,0.000451499061852881,0.019649019042002
"ANN",50000,"MaturityDAS","FirstOrder","Population",0.019517574581488,0.00552231378215645,0.000524516393019544,0.00491770746785062,-0.00420646415666495,0.015311110424823
"ANN",50000,"MaturityDAS","FirstOrder","FracPAWC",0.00260045952317356,0.913360393244371,-4.27803748321853e-05,0.000610658087118973,0.911915706559189,0.914516166082362
"ANN",50000,"MaturityDAS","TotalEffects","ShootLag",0.000910347503810367,0.0368766206347577,1.09554423267239e-06,0.00023776444373115,0.036380525362595,0.0372908728664054
"ANN",50000,"MaturityDAS","TotalEffects","VegTarget",0.000892613904472442,0.0275029995093223,2.81179739305623e-06,0.000227296195935039,0.0270504959040734,0.0279431098085459
"ANN",50000,"MaturityDAS","TotalEffects","LateVegTarget",0.000481579495195365,0.0138583754975584,-2.86950204995279e-06,0.000122422110567522,0.0136109561431756,0.014092535638371
"ANN",50000,"MaturityDAS","TotalEffects","FloweringTarget",0.000213302399203403,0.0068166972340723,1.40795872634525e-05,5.29183639849033e-05,0.00670043978633132,0.00691374218553472
