"model","location","sowing","target","input","mu","mu.star","sigma"
"RF","Emerald","S2","EmergenceDAS","Lat",-0.847822675064932,0.887134375064932,0.723304680567658
"RF","Emerald","S2","EmergenceDAS","ShootLag",1.23056015999999,1.23056015999999,0.381444593060576
"RF","Emerald","S2","EmergenceDAS","VegTarget",0.0346375199999996,0.0550039199999992,0.0720008941570093
"RF","Emerald","S2","EmergenceDAS","LateVegTarget",-0.0901564199999996,0.0984523799999995,0.091836444130062
"RF","Emerald","S2","EmergenceDAS","FloweringTarget",0.00784073142857115,0.0163539257142855,0.0205796744493431
"RF","Emerald","S2","EmergenceDAS","Population",0.152376900000001,0.19609602,0.2827219025335
"RF","Emerald","S2","EmergenceDAS","FracPAWCmm",-0.118187237142858,0.175674582857143,0.398324989425654
"RF","Emerald","S2","EmergenceDAS","PAWCmm",0.0881709285714261,0.181228528571427,0.258704150305814
"RF","Emerald","S2","EmergenceDAS","sowingESW",-0.158616737142857,0.211387877142857,0.546646456518044
"RF","Emerald","S2","EmergenceDAS","SowingDOY",2.06937445805194,2.06937445805194,0.969540597795231
"RF","Emerald","S2","EmergenceDAS","AvgMinT0_30",-5.88221955571425,5.88221955571425,2.63345725530865
"RF","Emerald","S2","EmergenceDAS","AvgMinT30_60",-0.167737288311688,0.199249288311688,0.184884424930787
"RF","Emerald","S2","EmergenceDAS","AvgMinT60_90",0.0779232257142855,0.124680574285714,0.16082281419978
"RF","Emerald","S2","EmergenceDAS","AvgMaxT0_30",-5.27028365558438,5.28750271272724,2.66563982061952
"RF","Emerald","S2","EmergenceDAS","AvgMaxT30_60",-0.285025408571427,0.295146928571427,0.253348030157381
"RF","Emerald","S2","EmergenceDAS","AvgMaxT60_90",0.121438569090909,0.143224489090909,0.144042220443953
"RF","Emerald","S2","EmergenceDAS","Rain0_30",-0.0190297550649352,0.0723700932467529,0.115598517176595
"RF","Emerald","S2","EmergenceDAS","Rain30_60",-0.000947220000000501,0.0373104600000001,0.0583872704141749
"RF","Emerald","S2","EmergenceDAS","Rain60_90",0.00024601000000019,0.0450801700000003,0.077459681613441
"RF","Emerald","S2","EmergenceDAS","Radn0_30",-0.360184164805193,0.409406519090908,0.393912683866463
"RF","Emerald","S2","EmergenceDAS","Radn30_60",0.295803814285713,0.308868454285713,0.280525640479091
"RF","Emerald","S2","EmergenceDAS","Radn60_90",0.547466949999998,0.548125629999998,0.324695406077333
"RF","Emerald","S2","FloweringDAS","Lat",-4.50675517571429,4.50772387571429,2.90045006312417
"RF","Emerald","S2","FloweringDAS","ShootLag",5.15000074571428,5.15226370571428,1.92739666196771
"RF","Emerald","S2","FloweringDAS","VegTarget",1.73347504,1.73821886285714,1.25271258608645
"RF","Emerald","S2","FloweringDAS","LateVegTarget",-1.86554825857142,1.86921262999999,1.32166183711623
"RF","Emerald","S2","FloweringDAS","FloweringTarget",-1.45777626,1.45939518,0.747493607830076
"RF","Emerald","S2","FloweringDAS","Population",0.244527585714285,0.353333282857143,0.474251405835775
"RF","Emerald","S2","FloweringDAS","FracPAWCmm",-0.0048322400000021,0.15767534285714,0.209251192560866
"RF","Emerald","S2","FloweringDAS","PAWCmm",0.22149942954999,0.640848018121413,0.852864091861483
"RF","Emerald","S2","FloweringDAS","sowingESW",0.0549055914285707,0.1419053,0.175285058449902
"RF","Emerald","S2","FloweringDAS","SowingDOY",-1.24982523,2.62610514428571,3.43357469131474
"RF","Emerald","S2","FloweringDAS","AvgMinT0_30",-7.77734677935066,7.77734677935066,3.85577366090086
"RF","Emerald","S2","FloweringDAS","AvgMinT30_60",-12.6134382481214,12.6134382481214,5.16342188420938
"RF","Emerald","S2","FloweringDAS","AvgMinT60_90",-7.82551396129875,7.82656601844161,4.90933389430212
"RF","Emerald","S2","FloweringDAS","AvgMaxT0_30",-8.52601898142857,8.52601898142857,4.64411287975904
