"model","sampleSize","target","index","input","ciRange","original","bias","std..error","min..c.i.","max..c.i."
"ANN",10000,"GrainWt","TotalEffects","VegTarget",0.01102129908271,0.102961709575615,-6.81148231359424e-05,0.00253312335414654,0.0964325352585092,0.107453834341219
"ANN",10000,"GrainWt","TotalEffects","LateVegTarget",0.0301087041794593,0.355241094219301,5.14415560731174e-05,0.00707736419926836,0.341509158273338,0.371617862452797
"ANN",10000,"GrainWt","TotalEffects","FloweringTarget",0.00159529979148757,0.0185559496236621,2.76807636895512e-05,0.000381390629458683,0.0177198970008644,0.019315196792352
"ANN",10000,"GrainWt","TotalEffects","Population",0.0255051794939824,0.336728377879929,0.000117365743308839,0.00613734211698191,0.325114751867278,0.350619931361261
"ANN",10000,"GrainWt","TotalEffects","FracPAWC",0.023199733721239,0.283856711362121,0.000952758246582031,0.00539089103570468,0.27136947594497,0.294569209666209
"ANN",50000,"GrainWt","FirstOrder","ShootLag",0.0194626549115689,0.00341283662053811,-0.000180571425908836,0.00465693706471948,-0.00616045926854212,0.0133021956430267
"ANN",50000,"GrainWt","FirstOrder","VegTarget",0.0182358462631129,0.0682117549142845,-0.000499347417595997,0.00459497438797257,0.0597494146578196,0.0779852609209326
"ANN",50000,"GrainWt","FirstOrder","LateVegTarget",0.014922157579957,0.258718824125152,-0.000301639481630755,0.00399449508110913,0.252741906378708,0.267664063958665
"ANN",50000,"GrainWt","FirstOrder","FloweringTarget",0.0181158843305072,0.0170723699078498,-0.000332738766261387,0.00449180951989767,0.00868233656580829,0.0267982208963155
"ANN",50000,"GrainWt","FirstOrder","Population",0.0163287724885936,0.3212762608056,-0.000235460988548652,0.0040514108092921,0.312259340646434,0.328588113135028
"ANN",50000,"GrainWt","FirstOrder","FracPAWC",0.0190748532557394,0.229151993100009,-0.000295465666660694,0.00499638313192332,0.22062940251822,0.239704255773959
"ANN",50000,"GrainWt","TotalEffects","ShootLag",0.000607440835883625,0.0147770425297238,1.54021776911754e-05,0.000158342284685479,0.0144702989062026,0.0150777397420862
"ANN",50000,"GrainWt","TotalEffects","VegTarget",0.00411693723163535,0.0999743895156924,4.69310220426872e-05,0.00111469200590945,0.0980701052727296,0.102187042504365
"ANN",50000,"GrainWt","TotalEffects","LateVegTarget",0.0123806967492505,0.354284583989345,-0.0006214854141946,0.00311505128254753,0.347885947152038,0.360266643901288
"ANN",50000,"GrainWt","TotalEffects","FloweringTarget",0.000717297447710125,0.0183324472553114,-8.74733551002593e-07,0.000173313840371792,0.0179638827623771,0.0186811802100872
"ANN",50000,"GrainWt","TotalEffects","Population",0.00934237386718501,0.328782584174109,2.40922058488691e-05,0.00246556199240225,0.323959597097224,0.333301970964409
"ANN",50000,"GrainWt","TotalEffects","FracPAWC",0.0110292276095969,0.287644545548193,-8.02274548505899e-06,0.00248336656375216,0.281782454905137,0.292811682514734
"ANN",1e+05,"GrainWt","FirstOrder","ShootLag",0.0127207333197981,0.00700124488820823,0.000245207257751918,0.00310650203755812,0.000530506421468024,0.0132512397412661
"ANN",1e+05,"GrainWt","FirstOrder","VegTarget",0.0115050782557804,0.0680935620244281,0.000329964493601245,0.00309852256385234,0.061919458733404,0.0734245369891844
"ANN",1e+05,"GrainWt","FirstOrder","LateVegTarget",0.012580391031774,0.270250705189127,-0.000159814781813761,0.00293108453600552,0.26443096602708,0.277011357058854
"ANN",1e+05,"GrainWt","FirstOrder","FloweringTarget",0.0118463410273642,0.0207879653779903,0.000300796722372074,0.00309866876490036,0.014412990626351,0.0262593316537152
"ANN",1e+05,"GrainWt","FirstOrder","Population",0.0123992079133276,0.323207025528445,0.000269280080482881,0.00267336307089731,0.316587896927168,0.328987104840495
"ANN",1e+05,"GrainWt","FirstOrder","FracPAWC",0.0112957988806911,0.228593662547586,0.000126898388565694,0.00322261939650737,0.223106723371938,0.234402522252629
"ANN",1e+05,"GrainWt","TotalEffects","ShootLag",0.000442566835282984,0.0150001601509444,-5.17097000490331e-06,0.000112937103501053,0.0147814410925639,0.0152240079278469
"ANN",1e+05,"GrainWt","TotalEffects","VegTarget",0.00369938410916414,0.100334101489859,7.12092005274306e-05,0.000848679526605921,0.0982787066824164,0.101978090791581
"ANN",1e+05,"GrainWt","TotalEffects","LateVegTarget",0.00939400636816279,0.35637242085696,-8.62907952111636e-05,0.00240103881130803,0.351934653800637,0.361328660168799
"ANN",1e+05,"GrainWt","TotalEffects","FloweringTarget",0.000489429637408244,0.0185413775754302,5.18082568533307e-07,0.00012509668715506,0.0183051425878288,0.018794572225237
"ANN",1e+05,"GrainWt","TotalEffects","Population",0.0070870120510112,0.326872836578194,-8.24326178652246e-05,0.00166890367682802,0.323559193415932,0.330646205466943
"ANN",1e+05,"GrainWt","TotalEffects","FracPAWC",0.0068562607984437,0.287855258545855,-0.000180898760144987,0.0018630586503245,0.284678035250504,0.291534296048947
