"model","location","sowing","target","input","mu","mu.star","sigma"
"RF","Gunnedah","S3","EmergenceDAS","Lat",-0.870735436623372,0.885201676623373,0.675594623586293
"RF","Gunnedah","S3","EmergenceDAS","ShootLag",1.20343037999999,1.20343037999999,0.359688538254427
"RF","Gunnedah","S3","EmergenceDAS","VegTarget",0.0362498399999998,0.0564949199999997,0.0747016771307076
"RF","Gunnedah","S3","EmergenceDAS","LateVegTarget",-0.0874217999999994,0.0985191599999996,0.088394952387382
"RF","Gunnedah","S3","EmergenceDAS","FloweringTarget",0.00746102571428541,0.0156284999999999,0.0204200567179993
"RF","Gunnedah","S3","EmergenceDAS","Population",0.129272417142858,0.186096222857143,0.274201828682118
"RF","Gunnedah","S3","EmergenceDAS","FracPAWCmm",-0.120909690000001,0.17382225,0.362910290099447
"RF","Gunnedah","S3","EmergenceDAS","PAWCmm",0.0795123799999977,0.174589519999999,0.240079114454241
"RF","Gunnedah","S3","EmergenceDAS","sowingESW",-0.188683088571429,0.240243111428572,0.622469097677495
"RF","Gunnedah","S3","EmergenceDAS","SowingDOY",2.06821434857142,2.06821434857142,0.95496990899675
"RF","Gunnedah","S3","EmergenceDAS","AvgMinT0_30",-5.62660557428568,5.62660557428568,2.64831933815741
"RF","Gunnedah","S3","EmergenceDAS","AvgMinT30_60",-0.152857034805195,0.201100874805194,0.208269293197709
"RF","Gunnedah","S3","EmergenceDAS","AvgMinT60_90",0.0789560657142853,0.117052465714285,0.141763640037378
"RF","Gunnedah","S3","EmergenceDAS","AvgMaxT0_30",-5.17348255662334,5.20151858519477,2.59228046453921
"RF","Gunnedah","S3","EmergenceDAS","AvgMaxT30_60",-0.277691885714283,0.290905965714283,0.251792408787904
"RF","Gunnedah","S3","EmergenceDAS","AvgMaxT60_90",0.130000884415584,0.148075966233766,0.148233095491671
"RF","Gunnedah","S3","EmergenceDAS","Rain0_30",-0.0177490737662339,0.066206273766234,0.105275821087617
"RF","Gunnedah","S3","EmergenceDAS","Rain30_60",-0.000663282857143087,0.0399254828571426,0.0619347145485588
"RF","Gunnedah","S3","EmergenceDAS","Rain60_90",0.00681428000000004,0.0385665199999999,0.0646364663565757
"RF","Gunnedah","S3","EmergenceDAS","Radn0_30",-0.362572789999999,0.410950669999999,0.397737626430861
"RF","Gunnedah","S3","EmergenceDAS","Radn30_60",0.278615899999998,0.295441939999998,0.26779418887643
"RF","Gunnedah","S3","EmergenceDAS","Radn60_90",0.534844869999998,0.535174629999998,0.273918489737736
"RF","Gunnedah","S3","FloweringDAS","Lat",-4.43077119571428,4.43077119571428,2.98340828402998
"RF","Gunnedah","S3","FloweringDAS","ShootLag",5.12504029792207,5.12756857792207,1.9267420635205
"RF","Gunnedah","S3","FloweringDAS","VegTarget",1.80153302142857,1.80604850142857,1.22203316454684
"RF","Gunnedah","S3","FloweringDAS","LateVegTarget",-1.88627683285714,1.89574531285714,1.40038823682744
"RF","Gunnedah","S3","FloweringDAS","FloweringTarget",-1.46527581142857,1.46532201142857,0.732845414515266
"RF","Gunnedah","S3","FloweringDAS","Population",0.27250002857143,0.377040154285715,0.481761229421906
"RF","Gunnedah","S3","FloweringDAS","FracPAWCmm",0.00126232999999923,0.155003758571429,0.19964487451068
"RF","Gunnedah","S3","FloweringDAS","PAWCmm",0.200524158151622,0.623448363865904,0.825186742708092
"RF","Gunnedah","S3","FloweringDAS","sowingESW",0.0573522257142829,0.139644771428569,0.171423851184553
"RF","Gunnedah","S3","FloweringDAS","SowingDOY",-1.25446947714286,2.68573368,3.51473817911454
"RF","Gunnedah","S3","FloweringDAS","AvgMinT0_30",-7.7817975587013,7.78197959870131,3.90435953531555
"RF","Gunnedah","S3","FloweringDAS","AvgMinT30_60",-12.9642429553942,12.9642429553942,4.93050144452392
"RF","Gunnedah","S3","FloweringDAS","AvgMinT60_90",-7.53697815259744,7.53767079259744,4.73297673954039
"RF","Gunnedah","S3","FloweringDAS","AvgMaxT0_30",-8.44178317009966,8.44178317009966,4.4687951976305
"RF","Gunnedah","S3","FloweringDAS","AvgMaxT30_60",-22.8827744577228,22.8827744577228,7.83294464949192
"RF","Gunnedah","S3","FloweringDAS","AvgMaxT60_90",-12.9902193945455,13.0014965145455,9.93974472517539
"RF","Gunnedah","S3","FloweringDAS","Rain0_30",-0.0790323234068282,0.120306889320448,0.16656503526642
"RF","Gunnedah","S3","FloweringDAS","Rain30_60",-0.106332994285715,0.130471028571429,0.193073361170169
