"model","location","sowing","sampleSize","target","index","input","ciRange","original","bias","std..error","min..c.i.","max..c.i."
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","Lat",0.0214710386407124,0.0057808715639701,0.000507791648422964,0.00526647627305158,-0.00548818423696069,0.0159828544037517
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","ShootLag",0.0214574506782008,-0.00109192503360445,0.000592322102379775,0.00517675748206765,-0.0122621847261148,0.00919526595208596
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","VegTarget",0.0211750362769591,0.0015278804590457,0.000546700432118507,0.00514004947033706,-0.00969277098911033,0.0114822652878487
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","LateVegTarget",0.0211047761334525,-0.00181014462578247,0.000544636669464101,0.00515873285158859,-0.0127874348202328,0.00831734131321968
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","FloweringTarget",0.0212401901862914,-0.00221434748336467,0.000545415984725812,0.00516294413769978,-0.0132813511618076,0.00795883902448384
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","Population",0.0213777194677928,-0.00191305339704191,0.0005551920424985,0.00517666655574503,-0.0129930728466546,0.00838464662113827
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","FracPAWCmm",0.0212098249290859,-0.00189668010549613,0.000547474911938201,0.00515728854764931,-0.012909068634752,0.00830075629433396
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","PAWCmm",0.0211891564629752,-0.00192802825438781,0.0005512378870538,0.00516080877478874,-0.0129263405055059,0.00826281595746928
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","sowingESW",0.0209329844706941,0.000597933233183583,0.000528601111937981,0.0051161052864029,-0.0103417321249854,0.0105912523457087
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","SowingDOY",0.0181584833345856,0.403676583430719,0.000480190016810211,0.0043992008529253,0.393564508771451,0.411722992106037
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","AvgMinT0_30",0.021827028623066,0.00332350146930643,0.000482324539358358,0.00511725828027307,-0.00783899556989845,0.0139880330531675
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","AvgMinT30_60",0.021273345340861,-0.0014731076874232,0.000556303350344789,0.0051728447568601,-0.0123565082489349,0.00891683709192608
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","AvgMinT60_90",0.0169361084867426,0.396388831131626,0.000692017389543553,0.0041337986745936,0.388166329323893,0.405102437810635
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","AvgMaxT0_30",0.0212969571682767,0.0208720676330738,0.000595929620570007,0.00512866702065606,0.00995453267445798,0.0312514898427346
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","AvgMaxT30_60",0.021424650987938,0.000712903961804419,0.000563868347219094,0.00515992100200634,-0.0103497766382153,0.0110748743497227
"ANN","Gunnedah","S2",50000,"EmergenceDAS","FirstOrder","AvgMaxT60_90",0.0210907037322474,0.00013136790684278,0.00049514359559068,0.00517430281158642,-0.0109505736911559,0.0101401300410915
