"model","location","sowing","target","input","mu","mu.star","sigma"
"ANN","Horsham","S3","EmergenceDAS","Lat",-0.134483934333986,0.148876613668284,0.106481702710077
"ANN","Horsham","S3","EmergenceDAS","ShootLag",1.13133575860975,1.13133575860975,0.429582625834716
"ANN","Horsham","S3","EmergenceDAS","VegTarget",-0.442820024683084,0.442820024683084,0.112457309419532
"ANN","Horsham","S3","EmergenceDAS","LateVegTarget",-0.720792258100494,0.720792258100494,0.238788989408133
"ANN","Horsham","S3","EmergenceDAS","FloweringTarget",-0.119162854890565,0.121450911545468,0.0695180354661532
"ANN","Horsham","S3","EmergenceDAS","Population",-0.00955871540056697,0.193639579679896,0.24053186379036
"ANN","Horsham","S3","EmergenceDAS","FracPAWCmm",0.547357061719667,0.556461823539296,0.22494280115162
"ANN","Horsham","S3","EmergenceDAS","PAWCmm",0.187332082241575,0.187521609305071,0.0746371146671476
"ANN","Horsham","S3","EmergenceDAS","sowingESW",-0.500376232411277,0.532274526899954,0.2752396239171
"ANN","Horsham","S3","EmergenceDAS","SowingDOY",0.595095896504777,0.602343921352944,0.305617295958029
"ANN","Horsham","S3","EmergenceDAS","AvgMinT0_30",-8.91559211907121,8.91559211907121,4.78132399689234
"ANN","Horsham","S3","EmergenceDAS","AvgMinT30_60",1.22576928675799,1.33000797211161,1.21406621530655
"ANN","Horsham","S3","EmergenceDAS","AvgMinT60_90",-0.201866589630485,0.456122490079555,0.523646247651067
"ANN","Horsham","S3","EmergenceDAS","AvgMaxT0_30",-7.27567237595317,7.27567237595317,4.72658489504966
"ANN","Horsham","S3","EmergenceDAS","AvgMaxT30_60",-2.05854643368394,2.05854643368394,0.868683551049466
"ANN","Horsham","S3","EmergenceDAS","AvgMaxT60_90",0.598916910751574,0.670737861262669,0.557488912650373
"ANN","Horsham","S3","EmergenceDAS","Rain0_30",0.385278092866558,0.706788316637345,0.778472092820608
"ANN","Horsham","S3","EmergenceDAS","Rain30_60",0.0965657147804823,0.44058630196283,0.524284685354237
"ANN","Horsham","S3","EmergenceDAS","Rain60_90",-0.0174252141809406,0.210164723614612,0.269587734884296
"ANN","Horsham","S3","EmergenceDAS","Radn0_30",-1.5173528815058,1.51817536665941,0.61794384616606
"ANN","Horsham","S3","EmergenceDAS","Radn30_60",2.15802085960126,2.15802085960126,0.974004903714184
"ANN","Horsham","S3","EmergenceDAS","Radn60_90",-0.435809202706818,0.454875743119254,0.297120427342056
"ANN","Horsham","S3","FloweringDAS","Lat",-7.25561018290356,7.26740812406428,2.72289998983504
"ANN","Horsham","S3","FloweringDAS","ShootLag",3.72517088527969,3.96284867415759,2.68649000486588
"ANN","Horsham","S3","FloweringDAS","VegTarget",4.73820218090815,5.1140548617835,5.20503322009346
"ANN","Horsham","S3","FloweringDAS","LateVegTarget",1.59579564521705,5.93807673913831,7.68731590032049
"ANN","Horsham","S3","FloweringDAS","FloweringTarget",-3.17285184757436,3.22959301903663,1.68302397388448
"ANN","Horsham","S3","FloweringDAS","Population",-0.150514294246837,0.798747234907903,0.970180253544287
"ANN","Horsham","S3","FloweringDAS","FracPAWCmm",-0.305880279230368,2.60934451978141,3.24156814534264
"ANN","Horsham","S3","FloweringDAS","PAWCmm",-0.156189111606446,0.865216805584849,1.08406042432744
"ANN","Horsham","S3","FloweringDAS","sowingESW",0.504459803717946,3.37506406236225,4.09305836359419
"ANN","Horsham","S3","FloweringDAS","SowingDOY",-10.9478892501111,16.0560246384762,15.9523833407097
"ANN","Horsham","S3","FloweringDAS","AvgMinT0_30",-14.7534205497907,14.8937650901118,9.22213273587239
"ANN","Horsham","S3","FloweringDAS","AvgMinT30_60",-16.5473505867797,16.5496898944033,6.19028425251188
"ANN","Horsham","S3","FloweringDAS","AvgMinT60_90",-8.39958555328325,8.43499103712252,6.7994061644042
"ANN","Horsham","S3","FloweringDAS","AvgMaxT0_30",-19.0491183579481,19.0491183579481,7.59626262540101
"ANN","Horsham","S3","FloweringDAS","AvgMaxT30_60",-19.8666333031717,19.8666333031717,6.61223805617209
"ANN","Horsham","S3","FloweringDAS","AvgMaxT60_90",-7.85408841303573,8.03583565052845,7.76404812042225
"ANN","Horsham","S3","FloweringDAS","Rain0_30",0.729697489955798,1.37477423388083,1.56582319886295
"ANN","Horsham","S3","FloweringDAS","Rain30_60",0.837779618588035,1.05809820730515,1.05236225486756
"ANN","Horsham","S3","FloweringDAS","Rain60_90",-1.0457541086552,1.44831267149035,1.29030384358829
"ANN","Horsham","S3","FloweringDAS","Radn0_30",3.21888690582874,5.64191252376555,6.42455433688468
"ANN","Horsham","S3","FloweringDAS","Radn30_60",1.96796799874111,2.99020265510581,3.18155283114275
"ANN","Horsham","S3","FloweringDAS","Radn60_90",-1.20205367358304,3.19647734274825,3.89204936177552
"ANN","Horsham","S3","PoddingDAS","Lat",-23.4573207810193,23.4895012168667,13.7365673202086
"ANN","Horsham","S3","PoddingDAS","ShootLag",11.6312484411252,11.6312484411252,6.06801196659981
"ANN","Horsham","S3","PoddingDAS","VegTarget",4.5050524207186,6.26367902115968,6.66558135784089
"ANN","Horsham","S3","PoddingDAS","LateVegTarget",-9.2950406537293,14.5924600952733,15.284955703576
"ANN","Horsham","S3","PoddingDAS","FloweringTarget",-1.86331762072254,4.95250421570145,5.71014081652533
"ANN","Horsham","S3","PoddingDAS","Population",5.31529965005239,6.25806689276161,5.3955802559082
"ANN","Horsham","S3","PoddingDAS","FracPAWCmm",19.1175086821557,19.1175086821557,11.0878862532738
"ANN","Horsham","S3","PoddingDAS","PAWCmm",-5.15942189837221,7.04805871822666,7.83138006355655
"ANN","Horsham","S3","PoddingDAS","sowingESW",-26.3380780343027,26.3380780343027,13.6634720901953
"ANN","Horsham","S3","PoddingDAS","SowingDOY",-45.3499561751835,50.6462498092315,38.7149287957592
"ANN","Horsham","S3","PoddingDAS","AvgMinT0_30",-28.823352990847,29.919875792183,22.969200363227
"ANN","Horsham","S3","PoddingDAS","AvgMinT30_60",-17.759869467481,17.9897758536788,11.9209936476244
"ANN","Horsham","S3","PoddingDAS","AvgMinT60_90",-65.9671886208549,66.8521764771273,43.4950703436728
"ANN","Horsham","S3","PoddingDAS","AvgMaxT0_30",-19.689075439264,19.710521916102,8.81465090873736
"ANN","Horsham","S3","PoddingDAS","AvgMaxT30_60",-26.5790123130231,26.8556398571281,21.2324433841435
"ANN","Horsham","S3","PoddingDAS","AvgMaxT60_90",-49.1962368500409,49.3037728618529,28.7554838417463
"ANN","Horsham","S3","PoddingDAS","Rain0_30",7.39499327840693,8.81920310874481,7.70707832602851
"ANN","Horsham","S3","PoddingDAS","Rain30_60",11.7202175293367,16.1862720543435,16.1286102004941
"ANN","Horsham","S3","PoddingDAS","Rain60_90",14.3085988298193,15.500228307472,11.8145968951134
"ANN","Horsham","S3","PoddingDAS","Radn0_30",7.1236973553126,16.9410290923278,18.8944664280336
"ANN","Horsham","S3","PoddingDAS","Radn30_60",9.21926870928251,13.9262890484811,14.1233735309951
"ANN","Horsham","S3","PoddingDAS","Radn60_90",-17.6755943851422,20.4890035670179,17.9219145544561
"ANN","Horsham","S3","MaturityDAS","Lat",-25.4925374406721,25.4925374406721,11.4474579692609
"ANN","Horsham","S3","MaturityDAS","ShootLag",6.61238028484395,6.61238028484395,3.786639840713
"ANN","Horsham","S3","MaturityDAS","VegTarget",4.10603617060006,4.49249808011518,3.99431119278464
"ANN","Horsham","S3","MaturityDAS","LateVegTarget",-0.81683216512622,3.97198357260858,4.89487829254062
"ANN","Horsham","S3","MaturityDAS","FloweringTarget",2.04470840729895,2.05720359650811,1.08270726038424
"ANN","Horsham","S3","MaturityDAS","Population",1.98771061061765,3.97327059177913,4.38243632867123
"ANN","Horsham","S3","MaturityDAS","FracPAWCmm",25.3290243249031,25.3290243249031,8.26152008062806
"ANN","Horsham","S3","MaturityDAS","PAWCmm",-0.182193540592704,4.32193047586762,4.92622064700149
"ANN","Horsham","S3","MaturityDAS","sowingESW",-31.3631424435224,31.3631424435224,10.144715496792
"ANN","Horsham","S3","MaturityDAS","SowingDOY",-52.7097805623392,53.1086803085492,33.3209757772696
"ANN","Horsham","S3","MaturityDAS","AvgMinT0_30",-20.1907557621266,20.1907557621266,12.1586928053146
"ANN","Horsham","S3","MaturityDAS","AvgMinT30_60",-20.4527402338651,21.0420890928411,17.1430144265713
"ANN","Horsham","S3","MaturityDAS","AvgMinT60_90",-38.9054597199935,38.9054597199935,17.0716440975504
"ANN","Horsham","S3","MaturityDAS","AvgMaxT0_30",-25.3392180211966,25.3392180211966,9.06976262626596
"ANN","Horsham","S3","MaturityDAS","AvgMaxT30_60",-27.6378003766768,27.6378003766768,13.0775711378283
"ANN","Horsham","S3","MaturityDAS","AvgMaxT60_90",-46.3750236921034,46.3750236921034,15.0018385430921
"ANN","Horsham","S3","MaturityDAS","Rain0_30",2.64637470154569,3.35498030087539,3.3229018901984
"ANN","Horsham","S3","MaturityDAS","Rain30_60",7.17547028542892,9.32073021799139,10.0146363836434
