"model","sampleSize","target","index","input","ciRange","original","bias","std..error","min..c.i.","max..c.i."
"RF",10000,"GrainWt","FirstOrder","VegTarget",0.04251039833764,0.0012196853463408,0.00158903530765992,0.0108959339378913,-0.0206157275393098,0.0218946707983302
"RF",10000,"GrainWt","FirstOrder","LateVegTarget",0.0443955022264396,0.00651679299946835,0.00157265274312639,0.0110386858118709,-0.0155243733657435,0.0288711288606962
"RF",10000,"GrainWt","FirstOrder","FloweringTarget",0.0432120706471746,-0.00174163065815982,0.00154216791020006,0.0108458610974509,-0.0239159759044391,0.0192960947427355
"RF",10000,"GrainWt","FirstOrder","Population",0.0428364179704577,0.0670819852221217,0.000967477656720062,0.0105744002179753,0.0475091253357465,0.0903455433062042
"RF",10000,"GrainWt","FirstOrder","FracPAWC",0.00529945278096,0.908098833766632,0.000157006305826379,0.00130752345796925,0.905188376796335,0.910487829577295
"RF",10000,"GrainWt","TotalEffects","ShootLag",0.000609373472155443,0.00928846949543938,3.07307633285597e-06,0.000143965259033079,0.00898461568906911,0.00959398916122456
"RF",10000,"GrainWt","TotalEffects","VegTarget",0.000220757510742697,0.00320301853148075,6.86078143044121e-06,5.61840307130244e-05,0.00308518423713906,0.00330594174788176
"RF",10000,"GrainWt","TotalEffects","LateVegTarget",0.000432261351625391,0.00729527700724653,-1.54939205026161e-05,0.000112070434920572,0.00707799847515628,0.00751025982678167
"RF",10000,"GrainWt","TotalEffects","FloweringTarget",1.66884815040623e-05,0.000170492715358517,1.56527756860474e-07,3.78717402865633e-06,0.000160775694864926,0.000177464176368989
"RF",10000,"GrainWt","TotalEffects","Population",0.00379218400615837,0.0712066900782768,9.8210241767635e-05,0.000971003952323512,0.0692563929481112,0.0730485769542696
"RF",10000,"GrainWt","TotalEffects","FracPAWC",0.039860487818243,0.91108818122749,-0.00162409674077502,0.0100113095676283,0.89041230292953,0.930272790747773
"RF",50000,"GrainWt","FirstOrder","ShootLag",0.0178870696664803,0.00414880891893018,-5.12226579293543e-05,0.00472192896617874,-0.00497284080314434,0.0129142288633359
"RF",50000,"GrainWt","FirstOrder","VegTarget",0.0179057600131501,-0.00339811536799284,7.1259011512839e-05,0.00467570182438411,-0.0128091710214187,0.00509658899173141
