"model","location","sowing","target","input","mu","mu.star","sigma"
"RF","Emerald","S1","EmergenceDAS","Lat",-0.833504932337659,0.859526872337659,0.646918634245271
"RF","Emerald","S1","EmergenceDAS","ShootLag",1.19016293999999,1.19016293999999,0.336991990797432
"RF","Emerald","S1","EmergenceDAS","VegTarget",0.0314570914285712,0.0557084914285711,0.0736479971067946
"RF","Emerald","S1","EmergenceDAS","LateVegTarget",-0.0899209199999996,0.0992371199999995,0.0896738378767917
"RF","Emerald","S1","EmergenceDAS","FloweringTarget",0.00793672285714281,0.0166067228571426,0.0217914863212088
"RF","Emerald","S1","EmergenceDAS","Population",0.148922460000001,0.19438962,0.276566379327138
"RF","Emerald","S1","EmergenceDAS","FracPAWCmm",-0.141101600000001,0.19522952,0.460447941951191
"RF","Emerald","S1","EmergenceDAS","PAWCmm",0.0815057471428554,0.174719692857142,0.238620013155973
"RF","Emerald","S1","EmergenceDAS","sowingESW",-0.19876236,0.246926040000001,0.65435649771359
"RF","Emerald","S1","EmergenceDAS","SowingDOY",2.07301383285713,2.07301383285713,0.955856577165848
"RF","Emerald","S1","EmergenceDAS","AvgMinT0_30",-5.73851185999996,5.73851185999996,2.51691803694069
"RF","Emerald","S1","EmergenceDAS","AvgMinT30_60",-0.160487717142856,0.20363447142857,0.200096558762138
"RF","Emerald","S1","EmergenceDAS","AvgMinT60_90",0.0848800028571418,0.123474162857142,0.158003186209318
"RF","Emerald","S1","EmergenceDAS","AvgMaxT0_30",-5.142512978961,5.16572808467529,2.63881910592371
"RF","Emerald","S1","EmergenceDAS","AvgMaxT30_60",-0.28133437194805,0.29374057194805,0.260061403597599
"RF","Emerald","S1","EmergenceDAS","AvgMaxT60_90",0.13439019155844,0.151517491558441,0.151537497536888
"RF","Emerald","S1","EmergenceDAS","Rain0_30",-0.0117040059740265,0.0674233955844157,0.10362600601107
"RF","Emerald","S1","EmergenceDAS","Rain30_60",-0.0025705800000003,0.0397046999999998,0.0628538941392816
"RF","Emerald","S1","EmergenceDAS","Rain60_90",0.00407795999999981,0.0368989800000001,0.0618277136566965
"RF","Emerald","S1","EmergenceDAS","Radn0_30",-0.360620280519479,0.418650840519479,0.400181061357185
"RF","Emerald","S1","EmergenceDAS","Radn30_60",0.303254699999998,0.316777379999998,0.273005047077227
"RF","Emerald","S1","EmergenceDAS","Radn60_90",0.554292019999999,0.554783899999999,0.30778759964107
"RF","Emerald","S1","FloweringDAS","Lat",-4.46301506857143,4.46303870857143,2.96501887943017
"RF","Emerald","S1","FloweringDAS","ShootLag",5.14453695363636,5.14935015363636,1.88985560523673
"RF","Emerald","S1","FloweringDAS","VegTarget",1.78071341935065,1.78359413935065,1.31535055226814
"RF","Emerald","S1","FloweringDAS","LateVegTarget",-1.83267699571428,1.84137567571428,1.35196842795551
"RF","Emerald","S1","FloweringDAS","FloweringTarget",-1.39292674285714,1.39437070285714,0.72575947587508
"RF","Emerald","S1","FloweringDAS","Population",0.242004742857143,0.352974331428572,0.470907513293308
"RF","Emerald","S1","FloweringDAS","FracPAWCmm",-0.0219960500000006,0.149501235714286,0.194126618326592
"RF","Emerald","S1","FloweringDAS","PAWCmm",0.221290591658115,0.642812911658112,0.843100030580424
"RF","Emerald","S1","FloweringDAS","sowingESW",0.0465211571428537,0.142895368571426,0.178319022414126
"RF","Emerald","S1","FloweringDAS","SowingDOY",-1.28954807714286,2.58863745142857,3.38857544694376
"RF","Emerald","S1","FloweringDAS","AvgMinT0_30",-7.88858438506494,7.88858438506494,4.06311661741995
"RF","Emerald","S1","FloweringDAS","AvgMinT30_60",-12.9129451415283,12.9129451415283,5.02004212405402
"RF","Emerald","S1","FloweringDAS","AvgMinT60_90",-7.47052701142862,7.47399294857148,4.72420820614121
"RF","Emerald","S1","FloweringDAS","AvgMaxT0_30",-8.48507314285714,8.48507314285714,4.80428466122707
"RF","Emerald","S1","FloweringDAS","AvgMaxT30_60",-22.3465360135368,22.3465360135368,7.79590813544031
"RF","Emerald","S1","FloweringDAS","AvgMaxT60_90",-12.4894980045455,12.4928766045455,9.60493825935692
"RF","Emerald","S1","FloweringDAS","Rain0_30",-0.0835545106493514,0.118367596363635,0.158947528567524
"RF","Emerald","S1","FloweringDAS","Rain30_60",-0.117898082857144,0.140749502857145,0.211111587350722
"RF","Emerald","S1","FloweringDAS","Rain60_90",-0.0523076957142846,0.0967342157142868,0.158526195403453
"RF","Emerald","S1","FloweringDAS","Radn0_30",-3.86136520558442,3.86221348558442,1.82086598921951
"RF","Emerald","S1","FloweringDAS","Radn30_60",-7.68056361571432,7.68440745571432,5.04635148539822
"RF","Emerald","S1","FloweringDAS","Radn60_90",-1.88392928415586,2.04037351428572,2.17267998527182
"RF","Emerald","S1","PoddingDAS","Lat",-12.9575664955545,12.9605188555545,9.39846812253155
"RF","Emerald","S1","PoddingDAS","ShootLag",3.80827879571429,3.80843875571429,1.6775940826259
"RF","Emerald","S1","PoddingDAS","VegTarget",1.06587977571429,1.07876477571429,0.862352211845264
"RF","Emerald","S1","PoddingDAS","LateVegTarget",-3.72374654012987,3.72639062012987,3.56294919685102
"RF","Emerald","S1","PoddingDAS","FloweringTarget",0.994952007142858,1.00769286142857,0.582461981925613
"RF","Emerald","S1","PoddingDAS","Population",2.13892083467533,2.20421924168831,2.96683536670568
"RF","Emerald","S1","PoddingDAS","FracPAWCmm",-0.140435797112885,0.454855024905093,0.622620301088502
"RF","Emerald","S1","PoddingDAS","PAWCmm",1.26495072127873,2.35070817686315,3.23955149656942
"RF","Emerald","S1","PoddingDAS","sowingESW",-0.265213164335666,0.556586201558442,0.777155029420679
"RF","Emerald","S1","PoddingDAS","SowingDOY",-8.84929980915086,9.12209384343657,7.80706181114977
"RF","Emerald","S1","PoddingDAS","AvgMinT0_30",-4.72945150722278,4.89768572696304,4.33788887450075
"RF","Emerald","S1","PoddingDAS","AvgMinT30_60",-9.18155146748253,9.18829081859142,4.39013395781633
"RF","Emerald","S1","PoddingDAS","AvgMinT60_90",-26.1169013115585,26.1169013115585,15.1077437739807
"RF","Emerald","S1","PoddingDAS","AvgMaxT0_30",-2.91888700573426,3.43739024075924,3.17279201278348
"RF","Emerald","S1","PoddingDAS","AvgMaxT30_60",-17.0550552521179,17.0564008121179,6.90393542839203
"RF","Emerald","S1","PoddingDAS","AvgMaxT60_90",-40.1895116311989,40.1895116311989,22.8390107395858
"RF","Emerald","S1","PoddingDAS","Rain0_30",0.303306614915087,0.424286904525475,0.693679949078729
"RF","Emerald","S1","PoddingDAS","Rain30_60",0.15838855818182,0.368719538441559,0.653749513174607
"RF","Emerald","S1","PoddingDAS","Rain60_90",0.0430652055844116,0.36872691155844,0.616115628849186
"RF","Emerald","S1","PoddingDAS","Radn0_30",-0.227073998961049,2.10043508467533,2.55490179274139
"RF","Emerald","S1","PoddingDAS","Radn30_60",-10.9722826353047,10.9751181153047,7.03360018524103
"RF","Emerald","S1","PoddingDAS","Radn60_90",-15.5557330316084,15.5773885458941,13.6578477137696
"RF","Emerald","S1","MaturityDAS","Lat",-14.9158009787013,14.9158009787013,9.56275694294159
"RF","Emerald","S1","MaturityDAS","ShootLag",3.6851127825974,3.6851127825974,1.61541389854906
"RF","Emerald","S1","MaturityDAS","VegTarget",0.999225338571422,1.00655286428571,0.708990059890073
"RF","Emerald","S1","MaturityDAS","LateVegTarget",-2.63451761961038,2.63650071961038,2.43761472053692
"RF","Emerald","S1","MaturityDAS","FloweringTarget",0.549831304285713,0.604341938571427,0.506353417933508
"RF","Emerald","S1","MaturityDAS","Population",1.77177614094905,1.80217825237762,2.14181032372439
"RF","Emerald","S1","MaturityDAS","FracPAWCmm",-0.167341411818185,0.381570571818185,0.51334641678302
"RF","Emerald","S1","MaturityDAS","PAWCmm",1.701184553996,2.39263987795205,2.6731880148655
"RF","Emerald","S1","MaturityDAS","sowingESW",-0.42502796935065,0.638939751688319,0.839033226973649
