"model","location","sowing","target","input","mu","mu.star","sigma"
"RF","Horsham","S1","EmergenceDAS","Lat",-0.881551016623373,0.900088616623373,0.682297909751135
"RF","Horsham","S1","EmergenceDAS","ShootLag",1.21688111999999,1.21688111999999,0.344917963507113
"RF","Horsham","S1","EmergenceDAS","VegTarget",0.0300025800000001,0.0543865799999998,0.0741349111849467
"RF","Horsham","S1","EmergenceDAS","LateVegTarget",-0.0906113999999993,0.0999251999999994,0.0894020526579756
"RF","Horsham","S1","EmergenceDAS","FloweringTarget",0.00720329142857143,0.0158217257142856,0.0204362463115246
"RF","Horsham","S1","EmergenceDAS","Population",0.143973180000001,0.18433554,0.270039875074808
"RF","Horsham","S1","EmergenceDAS","FracPAWCmm",-0.0996086485714293,0.155020688571429,0.344568042668206
"RF","Horsham","S1","EmergenceDAS","PAWCmm",0.0901188871428551,0.170732027142856,0.218335131241204
"RF","Horsham","S1","EmergenceDAS","sowingESW",-0.184775142857143,0.238556177142858,0.589380981561226
"RF","Horsham","S1","EmergenceDAS","SowingDOY",2.09009412701298,2.09009412701298,0.934795737636437
"RF","Horsham","S1","EmergenceDAS","AvgMinT0_30",-5.76372035714282,5.76372035714282,2.6907413894738
"RF","Horsham","S1","EmergenceDAS","AvgMinT30_60",-0.157280726233766,0.200624086233766,0.195331157585788
"RF","Horsham","S1","EmergenceDAS","AvgMinT60_90",0.0849352457142856,0.123868525714286,0.155213670776024
"RF","Horsham","S1","EmergenceDAS","AvgMaxT0_30",-5.25118279805191,5.25936211805191,2.58261290040666
"RF","Horsham","S1","EmergenceDAS","AvgMaxT30_60",-0.285485485714284,0.298866182857142,0.260770197639861
"RF","Horsham","S1","EmergenceDAS","AvgMaxT60_90",0.136814542467532,0.152956305324674,0.151627458452044
"RF","Horsham","S1","EmergenceDAS","Rain0_30",-0.0184776561038965,0.0627596742857144,0.099777750711642
"RF","Horsham","S1","EmergenceDAS","Rain30_60",-0.00144854571428597,0.0404870142857136,0.0629184392323867
"RF","Horsham","S1","EmergenceDAS","Rain60_90",0.00565821000000015,0.03834303,0.0618314077348914
"RF","Horsham","S1","EmergenceDAS","Radn0_30",-0.374623341038959,0.422632992467531,0.401103169573256
"RF","Horsham","S1","EmergenceDAS","Radn30_60",0.288190919999999,0.304395359999999,0.25922008164392
"RF","Horsham","S1","EmergenceDAS","Radn60_90",0.559244709999998,0.559337829999998,0.29316619023177
"RF","Horsham","S1","FloweringDAS","Lat",-4.34496214714286,4.34555345571429,2.78832136669239
"RF","Horsham","S1","FloweringDAS","ShootLag",5.10460648506493,5.11058798792208,1.919829650662
"RF","Horsham","S1","FloweringDAS","VegTarget",1.80274365571428,1.80984597571428,1.32411576773387
"RF","Horsham","S1","FloweringDAS","LateVegTarget",-1.85673200857142,1.86836814285714,1.34888401187937
"RF","Horsham","S1","FloweringDAS","FloweringTarget",-1.41257642285715,1.41285974285715,0.709840793825977
"RF","Horsham","S1","FloweringDAS","Population",0.243440714285716,0.345104251428571,0.463901043037425
"RF","Horsham","S1","FloweringDAS","FracPAWCmm",-0.00623924999999914,0.150413147142857,0.195662535996211
"RF","Horsham","S1","FloweringDAS","PAWCmm",0.273103440099675,0.618989151528239,0.784825157528466
"RF","Horsham","S1","FloweringDAS","sowingESW",0.0369956628571422,0.134775408571429,0.173556894135393
"RF","Horsham","S1","FloweringDAS","SowingDOY",-1.48039295142857,2.78745516857142,3.66396099152906
"RF","Horsham","S1","FloweringDAS","AvgMinT0_30",-7.6992509422078,7.6992509422078,3.83772850922107
"RF","Horsham","S1","FloweringDAS","AvgMinT30_60",-12.7178472464935,12.7178472464935,4.97755426974038
"RF","Horsham","S1","FloweringDAS","AvgMinT60_90",-7.60116993779225,7.60234343493511,4.85237569781779
"RF","Horsham","S1","FloweringDAS","AvgMaxT0_30",-8.75839992285713,8.75839992285713,4.81921400609732
"RF","Horsham","S1","FloweringDAS","AvgMaxT30_60",-22.8331151692511,22.8331151692511,7.5506066080386
"RF","Horsham","S1","FloweringDAS","AvgMaxT60_90",-12.7366917114286,12.7466831514286,10.1691234873047
"RF","Horsham","S1","FloweringDAS","Rain0_30",-0.0596539385714293,0.105652287142857,0.150269526650612
"RF","Horsham","S1","FloweringDAS","Rain30_60",-0.109473835714288,0.134797607142857,0.20321801958629
"RF","Horsham","S1","FloweringDAS","Rain60_90",-0.0469324542857169,0.0943363542857148,0.153655396107505
"RF","Horsham","S1","FloweringDAS","Radn0_30",-3.86760141064936,3.86806689064936,1.78298385431385
"RF","Horsham","S1","FloweringDAS","Radn30_60",-7.25040790233769,7.25545978233769,4.90437823982028
"RF","Horsham","S1","FloweringDAS","Radn60_90",-2.00490533766235,2.15552988623377,2.31310187175424
"RF","Horsham","S1","PoddingDAS","Lat",-13.8505734436164,13.8505734436164,10.1509896161413
"RF","Horsham","S1","PoddingDAS","ShootLag",3.92782316857143,3.92852852857143,1.78672222956564
"RF","Horsham","S1","PoddingDAS","VegTarget",1.10199510285715,1.11210911428572,0.951250496039831
"RF","Horsham","S1","PoddingDAS","LateVegTarget",-3.71007382337663,3.71118394337663,3.54182754364515
"RF","Horsham","S1","PoddingDAS","FloweringTarget",0.998094881428575,1.01452679,0.613389655304739
"RF","Horsham","S1","PoddingDAS","Population",2.30177033415585,2.35888005415585,3.16966639749131
"RF","Horsham","S1","PoddingDAS","FracPAWCmm",-0.167840314825175,0.437910093786212,0.585454007029402
"RF","Horsham","S1","PoddingDAS","PAWCmm",1.05506771636364,2.26698594675325,3.20286531563712
"RF","Horsham","S1","PoddingDAS","sowingESW",-0.283084188861138,0.599546431858142,0.863292877327082
"RF","Horsham","S1","PoddingDAS","SowingDOY",-7.89888928541459,8.18199011112888,7.03502526877029
"RF","Horsham","S1","PoddingDAS","AvgMinT0_30",-4.61420904728272,4.80388331277723,4.21665544506553
"RF","Horsham","S1","PoddingDAS","AvgMinT30_60",-9.17010781539462,9.17028148110891,4.15296105129599
"RF","Horsham","S1","PoddingDAS","AvgMinT60_90",-26.3942429327073,26.3942429327073,15.0865148124797
"RF","Horsham","S1","PoddingDAS","AvgMaxT0_30",-3.00363775620379,3.39552987330669,2.95900357369787
"RF","Horsham","S1","PoddingDAS","AvgMaxT30_60",-17.3727341354546,17.3727341354546,6.54073995053335
"RF","Horsham","S1","PoddingDAS","AvgMaxT60_90",-40.465656957073,40.465656957073,23.585288285052
"RF","Horsham","S1","PoddingDAS","Rain0_30",0.322190972637365,0.453339179650349,0.705628850920155
"RF","Horsham","S1","PoddingDAS","Rain30_60",0.123885271948055,0.333046919480521,0.531690229845843
"RF","Horsham","S1","PoddingDAS","Rain60_90",0.0812743090909037,0.368495823896102,0.604589251829148
"RF","Horsham","S1","PoddingDAS","Radn0_30",-0.282088120109894,2.08758245027972,2.56096700956366
"RF","Horsham","S1","PoddingDAS","Radn30_60",-10.7672362640759,10.7706300526474,6.96337496970815
"RF","Horsham","S1","PoddingDAS","Radn60_90",-14.4581568618981,14.4885095533267,12.6449413267053
"RF","Horsham","S1","MaturityDAS","Lat",-14.4991251193507,14.4991251193507,9.5270522821057
"RF","Horsham","S1","MaturityDAS","ShootLag",3.60252599857143,3.60252599857143,1.50987094522241
"RF","Horsham","S1","MaturityDAS","VegTarget",1.00168579428571,1.00722693142857,0.690425101037381
"RF","Horsham","S1","MaturityDAS","LateVegTarget",-2.42148196259739,2.42313156259739,2.33973851761402
"RF","Horsham","S1","MaturityDAS","FloweringTarget",0.500884314285715,0.560223148571427,0.482796738443132
"RF","Horsham","S1","MaturityDAS","Population",1.76639117883117,1.78614438454546,2.20883489457988
"RF","Horsham","S1","MaturityDAS","FracPAWCmm",-0.14822665985015,0.36207400192807,0.493142561635657
"RF","Horsham","S1","MaturityDAS","PAWCmm",1.71519552997004,2.42178817704296,2.7436923317224
"RF","Horsham","S1","MaturityDAS","sowingESW",-0.45061091103896,0.656078876493506,0.863422955671401
"RF","Horsham","S1","MaturityDAS","SowingDOY",-8.92802649512488,8.99708889824176,6.43054298355069
"RF","Horsham","S1","MaturityDAS","AvgMinT0_30",-2.58941173389611,2.71213710116883,2.52663008642289
"RF","Horsham","S1","MaturityDAS","AvgMinT30_60",-7.22054070519477,7.22095257948049,3.03300612493634
"RF","Horsham","S1","MaturityDAS","AvgMinT60_90",-26.5292993275324,26.5292993275324,11.3565409558708
"RF","Horsham","S1","MaturityDAS","AvgMaxT0_30",-1.947067492987,2.32590993740258,2.13385897362434
"RF","Horsham","S1","MaturityDAS","AvgMaxT30_60",-13.3873946640259,13.3873946640259,4.75292799718817
"RF","Horsham","S1","MaturityDAS","AvgMaxT60_90",-45.79418704003,45.79418704003,20.20586187006
