"model","location","sowing","target","input","mu","mu.star","sigma"
"ANN","Emerald","S2","EmergenceDAS","Lat",-0.129122530054128,0.152246608230276,0.114566359684025
"ANN","Emerald","S2","EmergenceDAS","ShootLag",1.14225988825955,1.14225988825955,0.428815580453626
"ANN","Emerald","S2","EmergenceDAS","VegTarget",-0.441412684930685,0.441412684930685,0.112190315739398
"ANN","Emerald","S2","EmergenceDAS","LateVegTarget",-0.732840744155816,0.732840744155816,0.240029678759754
"ANN","Emerald","S2","EmergenceDAS","FloweringTarget",-0.121310541068919,0.124103556052665,0.0685901678299596
"ANN","Emerald","S2","EmergenceDAS","Population",-0.0107628407850022,0.191593391608331,0.236364236041472
"ANN","Emerald","S2","EmergenceDAS","FracPAWCmm",0.5431725079076,0.55442516861457,0.23270492523148
"ANN","Emerald","S2","EmergenceDAS","PAWCmm",0.177524839499142,0.178169300621788,0.0727902775653812
"ANN","Emerald","S2","EmergenceDAS","sowingESW",-0.512004506925668,0.54821976368428,0.289611216102483
"ANN","Emerald","S2","EmergenceDAS","SowingDOY",0.567866023713383,0.576169454063157,0.311387718399758
"ANN","Emerald","S2","EmergenceDAS","AvgMinT0_30",-9.21142738690479,9.21142738690479,4.82697984523341
"ANN","Emerald","S2","EmergenceDAS","AvgMinT30_60",1.20538720647267,1.29465457971574,1.19284213413749
"ANN","Emerald","S2","EmergenceDAS","AvgMinT60_90",-0.160850439613527,0.435979481166985,0.517245968957548
"ANN","Emerald","S2","EmergenceDAS","AvgMaxT0_30",-7.29556359512503,7.29556359512503,4.64672615116506
"ANN","Emerald","S2","EmergenceDAS","AvgMaxT30_60",-2.04580554072822,2.04580554072822,0.87336672268651
"ANN","Emerald","S2","EmergenceDAS","AvgMaxT60_90",0.595421394850325,0.661362129077189,0.550296603023576
"ANN","Emerald","S2","EmergenceDAS","Rain0_30",0.328930053777664,0.696544238250019,0.792506969662359
"ANN","Emerald","S2","EmergenceDAS","Rain30_60",0.095728877626798,0.432216535411962,0.513772555048953
"ANN","Emerald","S2","EmergenceDAS","Rain60_90",-0.00348005532426539,0.221391442562663,0.282344007116885
