"model","location","sowing","target","input","mu","mu.star","sigma"
"ANN","Horsham","S2","EmergenceDAS","Lat",-0.134788761235706,0.145565707900785,0.100101618545856
"ANN","Horsham","S2","EmergenceDAS","ShootLag",1.09896648431289,1.09896648431289,0.417503011148521
"ANN","Horsham","S2","EmergenceDAS","VegTarget",-0.439763800681923,0.439763800681923,0.113979014057374
"ANN","Horsham","S2","EmergenceDAS","LateVegTarget",-0.712265015159951,0.712265015159951,0.237212857796345
"ANN","Horsham","S2","EmergenceDAS","FloweringTarget",-0.112815111096815,0.11649167464456,0.0724301585304213
"ANN","Horsham","S2","EmergenceDAS","Population",-0.0132648974316969,0.191815199435969,0.237472228779284
"ANN","Horsham","S2","EmergenceDAS","FracPAWCmm",0.549989584383744,0.559580044914406,0.22702719382478
"ANN","Horsham","S2","EmergenceDAS","PAWCmm",0.182608115035641,0.183100155469539,0.0734968095496328
"ANN","Horsham","S2","EmergenceDAS","sowingESW",-0.521679194140249,0.551259256690735,0.272503315705582
"ANN","Horsham","S2","EmergenceDAS","SowingDOY",0.562268805058008,0.573340060547791,0.32440197577398
"ANN","Horsham","S2","EmergenceDAS","AvgMinT0_30",-9.13881147955879,9.13881147955879,4.68655800675481
"ANN","Horsham","S2","EmergenceDAS","AvgMinT30_60",1.2151483934415,1.30152092625601,1.16451492339811
"ANN","Horsham","S2","EmergenceDAS","AvgMinT60_90",-0.189238432369058,0.445210732077304,0.511012183697292
"ANN","Horsham","S2","EmergenceDAS","AvgMaxT0_30",-7.0706769534449,7.0706769534449,4.65879111832974
"ANN","Horsham","S2","EmergenceDAS","AvgMaxT30_60",-2.0081726507856,2.0081726507856,0.854515241743996
"ANN","Horsham","S2","EmergenceDAS","AvgMaxT60_90",0.583506953588624,0.645333754902747,0.554473998635518
"ANN","Horsham","S2","EmergenceDAS","Rain0_30",0.318611945767445,0.697958547492977,0.80628578400522
"ANN","Horsham","S2","EmergenceDAS","Rain30_60",0.125556635772337,0.431695937844898,0.518034133712494
"ANN","Horsham","S2","EmergenceDAS","Rain60_90",0.0022181243256134,0.201530546517534,0.258512504428621
"ANN","Horsham","S2","EmergenceDAS","Radn0_30",-1.50772311025528,1.50869234437403,0.622529184362706
"ANN","Horsham","S2","EmergenceDAS","Radn30_60",2.11629976067851,2.11629976067851,1.00738202842671
"ANN","Horsham","S2","EmergenceDAS","Radn60_90",-0.437260176016645,0.458059308632936,0.296954704552336
"ANN","Horsham","S2","FloweringDAS","Lat",-6.9466317090813,6.95976079045649,2.67661275297588
"ANN","Horsham","S2","FloweringDAS","ShootLag",3.82316909364869,3.99382664399273,2.63431703863202
"ANN","Horsham","S2","FloweringDAS","VegTarget",4.94029481040986,5.34422453804981,5.32320799011088
"ANN","Horsham","S2","FloweringDAS","LateVegTarget",1.95201594907922,6.30046625957411,8.23542374268884
"ANN","Horsham","S2","FloweringDAS","FloweringTarget",-3.33396642769431,3.36635274816396,1.68576381730484
"ANN","Horsham","S2","FloweringDAS","Population",-0.111790906240535,0.800824374585742,0.980388627562372
"ANN","Horsham","S2","FloweringDAS","FracPAWCmm",-0.306766380286052,2.5354626398631,3.16234044829628
"ANN","Horsham","S2","FloweringDAS","PAWCmm",-0.171728245719939,0.870007329855605,1.10011363029252
"ANN","Horsham","S2","FloweringDAS","sowingESW",0.12284749263747,3.34297317881877,4.03553809180518
"ANN","Horsham","S2","FloweringDAS","SowingDOY",-11.5270213734269,16.8157879286328,16.5369073443081
"ANN","Horsham","S2","FloweringDAS","AvgMinT0_30",-14.9702282753617,15.1263866698275,8.84394719946923
"ANN","Horsham","S2","FloweringDAS","AvgMinT30_60",-16.7172282898411,16.7172282898411,5.94433880751174
"ANN","Horsham","S2","FloweringDAS","AvgMinT60_90",-8.64778022944884,8.68671868947236,6.78497931014108
"ANN","Horsham","S2","FloweringDAS","AvgMaxT0_30",-19.4442304690079,19.4442304690079,7.76337845021656
"ANN","Horsham","S2","FloweringDAS","AvgMaxT30_60",-20.1143033246258,20.1143033246258,6.75992557590955
"ANN","Horsham","S2","FloweringDAS","AvgMaxT60_90",-8.86898637391677,8.99837188445861,7.89604640927069
"ANN","Horsham","S2","FloweringDAS","Rain0_30",0.690814230221026,1.34830419088192,1.51517305185209
"ANN","Horsham","S2","FloweringDAS","Rain30_60",0.854589206978117,1.07022939887537,1.0478571011612
"ANN","Horsham","S2","FloweringDAS","Rain60_90",-1.16382130485461,1.45209618443386,1.18701349438199
"ANN","Horsham","S2","FloweringDAS","Radn0_30",3.09654189119137,5.38243972313482,6.25211591184366
"ANN","Horsham","S2","FloweringDAS","Radn30_60",1.87140789609429,2.87610805911305,3.17571753169727
"ANN","Horsham","S2","FloweringDAS","Radn60_90",-1.28349467242878,3.06819292198797,3.72947181406966
"ANN","Horsham","S2","PoddingDAS","Lat",-23.5521416676333,23.5912630907224,13.5505617022342
"ANN","Horsham","S2","PoddingDAS","ShootLag",11.2528253668125,11.2528253668125,5.82064303204831
"ANN","Horsham","S2","PoddingDAS","VegTarget",4.52334249038543,6.11256211938178,6.38970663543102
"ANN","Horsham","S2","PoddingDAS","LateVegTarget",-9.25530703980303,14.5651474655697,15.0461265892044
"ANN","Horsham","S2","PoddingDAS","FloweringTarget",-1.45909011316287,5.05886260369644,5.91703845737728
"ANN","Horsham","S2","PoddingDAS","Population",5.45821524869017,6.44218101152665,5.58148962870748
"ANN","Horsham","S2","PoddingDAS","FracPAWCmm",19.15566805452,19.15566805452,11.363400082032
"ANN","Horsham","S2","PoddingDAS","PAWCmm",-5.42320107014768,7.2769941064291,7.82644005433264
"ANN","Horsham","S2","PoddingDAS","sowingESW",-25.7148182138074,25.7148182138074,13.7778634231015
"ANN","Horsham","S2","PoddingDAS","SowingDOY",-43.5460160666452,50.3508299609033,41.3637658019876
"ANN","Horsham","S2","PoddingDAS","AvgMinT0_30",-29.0898914360219,30.2571058881117,23.4145920046147
"ANN","Horsham","S2","PoddingDAS","AvgMinT30_60",-18.6756208839228,18.9092210306222,12.1040038921186
"ANN","Horsham","S2","PoddingDAS","AvgMinT60_90",-65.1275330024004,66.1782060578018,44.8232979300932
"ANN","Horsham","S2","PoddingDAS","AvgMaxT0_30",-19.4238134624883,19.4564362422259,8.63056960895152
"ANN","Horsham","S2","PoddingDAS","AvgMaxT30_60",-25.5675438567796,25.973814867255,21.6697214997406
"ANN","Horsham","S2","PoddingDAS","AvgMaxT60_90",-49.4979510782214,49.6121229021251,29.5974244528886
"ANN","Horsham","S2","PoddingDAS","Rain0_30",7.17204440287118,8.83714067441454,7.9332292839246
"ANN","Horsham","S2","PoddingDAS","Rain30_60",11.4723786803924,15.6356099401251,15.6606194153022
"ANN","Horsham","S2","PoddingDAS","Rain60_90",14.8417022228101,16.0086788877374,12.5067233876026
"ANN","Horsham","S2","PoddingDAS","Radn0_30",6.29789033900063,17.1978233350614,19.2239992075052
"ANN","Horsham","S2","PoddingDAS","Radn30_60",8.82849434852717,13.4921074675585,13.6225497325392
"ANN","Horsham","S2","PoddingDAS","Radn60_90",-16.8078120052617,19.3996958635831,17.4991329750725
"ANN","Horsham","S2","MaturityDAS","Lat",-25.4004367314663,25.4004367314663,12.1056367538529
"ANN","Horsham","S2","MaturityDAS","ShootLag",6.66611674815668,6.66687797026548,3.85981420795031
"ANN","Horsham","S2","MaturityDAS","VegTarget",4.41123961014705,4.76209043666246,3.97526996860554
"ANN","Horsham","S2","MaturityDAS","LateVegTarget",-0.653962321721846,4.01495533364476,5.0002082613041
"ANN","Horsham","S2","MaturityDAS","FloweringTarget",1.97042436410331,1.98545865270099,1.08025824557374
"ANN","Horsham","S2","MaturityDAS","Population",1.85962368903861,3.97106150260522,4.33506026405636
"ANN","Horsham","S2","MaturityDAS","FracPAWCmm",24.4554971783402,24.4554971783402,8.26152943816557
"ANN","Horsham","S2","MaturityDAS","PAWCmm",0.0468581306191244,4.11225933181967,4.7411565212839
"ANN","Horsham","S2","MaturityDAS","sowingESW",-31.2796872010586,31.2796872010586,9.60837277512402
"ANN","Horsham","S2","MaturityDAS","SowingDOY",-52.6519835423554,53.0157186866374,33.4933009651595
"ANN","Horsham","S2","MaturityDAS","AvgMinT0_30",-20.0659130168,20.0715111912777,11.8610848289374
"ANN","Horsham","S2","MaturityDAS","AvgMinT30_60",-21.3389649362098,21.8276213795478,17.2248369314471
"ANN","Horsham","S2","MaturityDAS","AvgMinT60_90",-39.158653970208,39.158653970208,16.390031108376
"ANN","Horsham","S2","MaturityDAS","AvgMaxT0_30",-25.3247076771426,25.3247076771426,9.37274836316235
"ANN","Horsham","S2","MaturityDAS","AvgMaxT30_60",-28.0122817322164,28.0122817322164,13.6352011126575
"ANN","Horsham","S2","MaturityDAS","AvgMaxT60_90",-46.0038192988157,46.0038192988157,15.3245113109
"ANN","Horsham","S2","MaturityDAS","Rain0_30",2.43513007494453,3.25448237326909,3.44278034404536
"ANN","Horsham","S2","MaturityDAS","Rain30_60",7.20469567104825,9.16848068460531,9.91486711868781
"ANN","Horsham","S2","MaturityDAS","Rain60_90",7.91102199512889,8.167115806282,6.41059555848746
"ANN","Horsham","S2","MaturityDAS","Radn0_30",0.64524546327698,6.42746903831134,7.586236517186
"ANN","Horsham","S2","MaturityDAS","Radn30_60",-2.49567708525672,6.21108848013628,7.02541924536962
"ANN","Horsham","S2","MaturityDAS","Radn60_90",-8.72533753436606,10.546332445159,8.8643994644008
"ANN","Horsham","S2","Biomass","Lat",93.1031077023574,123.36741069314,270.782796161544
"ANN","Horsham","S2","Biomass","ShootLag",4.25208286669919,21.0790458397175,32.6377618657899
"ANN","Horsham","S2","Biomass","VegTarget",81.266236340529,85.2328810589331,59.7149157391652
"ANN","Horsham","S2","Biomass","LateVegTarget",47.6173227476074,75.4865101608534,105.787260877099
"ANN","Horsham","S2","Biomass","FloweringTarget",35.2002736124514,37.1317046172435,26.1742130089974
"ANN","Horsham","S2","Biomass","Population",108.399138206926,134.669445777852,275.864152688501
"ANN","Horsham","S2","Biomass","FracPAWCmm",134.77027869333,182.95315668391,342.736571739797
"ANN","Horsham","S2","Biomass","PAWCmm",108.88737274774,277.617492157129,364.192485554036
"ANN","Horsham","S2","Biomass","sowingESW",146.939943443649,319.940930286583,387.005992284459
"ANN","Horsham","S2","Biomass","SowingDOY",-49.5327255115127,122.897943646958,149.32278130316
"ANN","Horsham","S2","Biomass","AvgMinT0_30",29.6346593103626,194.341388537267,231.66793450035
"ANN","Horsham","S2","Biomass","AvgMinT30_60",10.3325452151099,127.92227949667,157.059846915271
"ANN","Horsham","S2","Biomass","AvgMinT60_90",-344.446068842061,351.029470319331,196.740235742081
"ANN","Horsham","S2","Biomass","AvgMaxT0_30",-79.0968205774184,107.893366708959,113.794448803384
"ANN","Horsham","S2","Biomass","AvgMaxT30_60",-222.723329500361,231.157714897731,172.272389549062
"ANN","Horsham","S2","Biomass","AvgMaxT60_90",-394.316599900486,394.791054759565,206.087672067795
"ANN","Horsham","S2","Biomass","Rain0_30",95.484124850737,114.234999707366,169.466953668093
"ANN","Horsham","S2","Biomass","Rain30_60",-22.3880467711441,161.583304088879,224.685373121805
"ANN","Horsham","S2","Biomass","Rain60_90",-246.819600066979,327.907806740746,327.329480470054
"ANN","Horsham","S2","Biomass","Radn0_30",-3.07845850673301,93.7276965004892,116.592514517922
"ANN","Horsham","S2","Biomass","Radn30_60",-20.0166136784324,54.6887877879162,81.8931683150941
